# 2023-09-01 全池(1062 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
1536 和大|汽車工業|-21 -14 -17|71 90 -5 -11|0.4 30|11 -13 1 -7 26
1537 廣隆|電機機械|-27 -19 -56|98 98 2 0|1.2 25|17 -8 -0 0 157
1539 巨庭|電機機械|-61 -47 6|55 81 -8 -21|0.9 5|0 -1 0 -11 -35
1540 喬福|電機機械|16 37 -39|94 94 17 5|1.0 13|4 7 0 18 20
1558 伸興|電機機械|50 16 -4|81 86 -4 -15|0.8 15|7 3 0 21 17
1560 中砂|電機機械|-15 -15 -13|77 84 11 10|0.2 203|8 -1 -2 -17 -12
1565 精華|生技醫療|-17 -17 -4|77 77 -14 -20|0.5 49|14 -31 0 -4 8
1568 倉佑|汽車工業|-41 -21 -3|89 94 -0 9|1.3 8|3 2 0 4 9
1569 濱川|電腦及週|-26 -28 1|84 91 -0 -6|0.6 5|2 -11 0 8 -11
1580 新麥|電機機械|4 4 3|90 90 -1 25|0.4 20|8 -6 0 -18 71
1582 信錦|電子零組|-23 -25 2|93 100 7 2|1.4 11|7 10 0 6 -18
1584 精剛|其他|32 46 -13|84 84 -4 25|1.4 171|5 5 -0 7 24
1587 吉茂|汽車工業|-35 -22 -13|86 86 9 4|0.3 11|21 -0 0 -20 15
1589 永冠-KY|電機機械|-24 -16 -28|66 66 -22 -16|0.5 26|9 -27 0 -3 27
1590 亞德客-KY|電機機械|22 12 4|73 73 -11 -20|0.5 458|76 -2 -1 -12 -76
1591 駿吉-KY|電機機械|-90 -93 -57|100 100 32 61|1.1 47|19 4 0 -9 7
1598 岱宇|運動休閒|15 9 18|66 68 -20 -34|0.3 6|5 0 0 23 18
1603 華電|電器電纜|38 38 -6|97 97 26 40|1.0 68|7 12 0 3 -14
1604 聲寶|電器電纜|-2 2 7|85 85 4 8|0.3 10|10 15 0 -16 -2
1605 華新|電器電纜|0 0 -3|66 73 -19 -28|0.5 630|20 2 0 -11 -33
1608 華榮|電器電纜|-17 -20 -7|85 85 -13 32|0.2 28|2 4 0 -22 4
1609 大亞|電器電纜|-1 -6 0|92 92 5 38|0.3 499|13 4 0 -13 -3
1611 中電|電器電纜|-10 -17 -2|83 83 -3 19|0.1 13|11 20 0 -12 -16
1612 宏泰|電器電纜|-1 6 6|90 90 7 37|0.7 40|14 -0 0 -19 16
1615 大山|電器電纜|90 30 18|90 90 8 24|0.4 5|1 -1 0 -12 20
1616 億泰|電器電纜|13 15 4|100 100 13 38|0.9 10|3 8 0 na na
1618 合機|電器電纜|122 118 40|91 91 28 82|0.3 48|3 6 0 -1 -17
1701 中化|生技醫療|5 3 -6|66 88 -7 -8|0.4 12|10 7 0 -9 -29
1702 南僑|食品工業|11 9 1|94 94 -2 4|0.4 12|11 5 0 -38 1
1707 葡萄王|生技醫療|0 -0 -6|83 83 -8 -15|0.5 48|18 -37 -0 -22 -4
1708 東鹼|化學工業|-34 -27 -34|68 80 -7 -19|0.8 23|7 -4 0 -4 3
1709 和益|化學工業|-27 -24 -21|84 84 -10 -10|1.0 25|3 -14 0 -11 4
1710 東聯|化學工業|53 21 30|87 87 -9 3|0.5 56|10 -6 0 -31 -22
1711 永光|化學工業|-13 -14 0|88 88 -7 4|0.2 14|7 2 0 -9 -7
1712 興農|化學工業|-28 -27 -22|86 94 2 -6|1.2 17|12 -12 10 -3 10
1717 長興|化學工業|-16 -17 -1|85 85 -12 -6|0.7 35|14 0 -0 -22 19
1720 生達|生技醫療|22 5 -18|86 86 -9 12|0.4 36|6 -1 -0 -5 -9
1721 三晃|化學工業|-35 -37 -14|75 75 -15 -11|0.4 6|1 -3 0 -6 2
1722 台肥|化學工業|-22 57 51|97 97 4 9|0.9 112|12 -8 -1 -9 -3
1723 中碳|化學工業|-33 -33 -26|98 98 1 2|0.4 13|9 7 6 -5 -3
1727 中華化|化學工業|-25 -24 -10|73 73 -22 16|0.3 22|2 -0 0 -9 17
1734 杏輝|生技醫療|16 4 -11|88 88 -5 10|0.2 20|7 -3 0 -11 24
1736 喬山|運動休閒|38 40 22|92 97 22 15|0.6 50|8 4 1 -8 12
1737 臺鹽|食品工業|-12 -1 9|92 92 7 8|5.9 16|7 -4 0 215 167
1752 南光|生技醫療|-3 7 -19|69 69 -12 -6|0.2 23|2 -2 0 -3 -31
1760 寶齡富錦|生技醫療|-28 -39 -29|56 56 -26 -38|0.6 89|13 1 0 -3 -17
1762 中化生|生技醫療|-19 -5 -27|62 62 -30 -6|0.3 36|10 9 0 -20 3
1773 勝一|化學工業|-14 -20 -2|91 93 -2 10|0.4 15|5 -0 -0 -34 15
1783 和康生|生技醫療|15 7 -8|82 82 1 -1|0.2 21|6 -8 0 -4 -8
1784 訊聯|生技醫療|7 21 5|87 87 2 43|0.4 44|6 8 0 3 -69
1785 光洋科|其他電子|-18 -22 6|90 90 2 3|0.3 47|8 -3 -0 -21 4
1786 科妍|生技醫療|18 29 1|94 94 28 26|1.1 31|3 -3 0 8 16
1789 神隆|生技醫療|-32 -17 -25|82 82 5 4|0.2 27|4 1 0 -9 12
1795 美時|生技醫療|119 59 1|76 76 -17 -4|0.4 1258|72 -1 -4 -6 27
1796 金穎生技|食品工業|35 41 11|66 66 -24 10|0.4 10|2 2 0 -0 1
1802 台玻|玻璃陶瓷|12 3 12|86 96 16 -2|1.7 450|9 3 0 -11 1
1808 潤隆|建材營造|16243 7350 5438|100 100 19 25|1.5 83|4 15 -0 1 -6
1809 中釉|玻璃陶瓷|-8 -9 -13|89 89 -4 3|0.3 7|3 -9 0 -2 19
1810 和成|玻璃陶瓷|2 1 10|78 78 -9 13|2.2 32|4 2 0 -0 3
1815 富喬|電子零組|-48 -36 -11|91 91 10 11|0.6 33|2 -2 0 -2 5
1903 士紙|造紙工業|38 11 13|81 81 25 24|0.9 35|12 -4 0 17 7
1904 正隆|造紙工業|-11 -8 2|82 82 -12 1|0.6 77|9 -9 0 -19 13
1905 華紙|造紙工業|-23 -23 -22|73 73 -16 38|0.2 213|4 4 0 -20 1
1907 永豐餘|造紙工業|-15 -13 -6|80 80 -13 18|0.2 76|12 2 -0 -8 -4
1909 榮成|造紙工業|-5 -10 4|80 84 -11 -16|0.5 24|12 -13 0 -9 31
2002 中鋼|鋼鐵工業|-28 -28 -4|86 88 -8 -11|1.2 627|18 -14 1 13 3
2006 東和鋼鐵|鋼鐵工業|-1 2 7|99 99 4 -0|0.7 70|16 33 4 -8 -14
2009 第一銅|鋼鐵工業|-25 -18 4|79 79 -8 -14|0.5 34|0 -6 0 -28 16
2010 春源|鋼鐵工業|-1 -11 7|96 96 12 10|0.5 10|7 -2 0 -21 3
2014 中鴻|鋼鐵工業|6 -25 9|79 82 -2 -17|0.4 166|6 -14 -0 -11 63
2015 豐興|鋼鐵工業|-14 -15 0|95 95 -2 -4|1.0 9|11 -3 5 7 -11
2017 官田鋼|鋼鐵工業|-18 -13 8|78 78 -10 -20|0.4 10|1 -22 0 6 46
2020 美亞|鋼鐵工業|28 42 32|94 94 11 11|0.3 10|3 7 0 -31 11
2022 聚亨|鋼鐵工業|7 -11 -3|82 82 -10 4|1.8 14|2 -1 0 na na
2023 燁輝|鋼鐵工業|-13 -18 3|89 91 -1 -10|0.5 23|6 -4 0 -3 3
2027 大成鋼|鋼鐵工業|-17 -15 -9|90 90 -2 2|0.5 207|15 -21 5 -2 62
2030 彰源|鋼鐵工業|-26 -24 -4|77 84 -13 -16|0.3 11|2 -9 0 -12 16
2031 新光鋼|鋼鐵工業|31 9 1|90 90 -0 6|0.5 88|15 -3 -2 1 -51
2034 允強|鋼鐵工業|-16 -22 -4|93 94 1 -7|0.6 12|7 -3 0 -22 7
2049 上銀|電機機械|-19 -19 -3|79 79 -13 -21|0.6 211|30 3 -3 -3 -0
2059 川湖|電子零組|-36 -35 -21|88 88 105 126|0.8 2013|11 -9 8 -24 76
2066 世德|電機機械|-8 -3 -19|83 83 -2 -1|0.3 18|12 -17 0 -13 -2
2101 南港|橡膠工業|7 2 11|94 94 0 4|1.4 22|7 31 -0 -16 -15
2103 台橡|橡膠工業|-20 -16 -10|86 86 -2 -14|0.7 18|26 -19 1 -6 10
2104 國際中橡|橡膠工業|-34 -32 -21|89 89 -1 -2|0.3 33|12 -11 0 -5 27
2105 正新|橡膠工業|-6 -4 -4|98 98 5 20|1.9 130|16 11 2 21 -34
2106 建大|橡膠工業|-14 -19 -15|89 100 3 2|0.8 15|7 19 -0 -0 -4
2107 厚生|橡膠工業|-23 4 30|100 100 6 1|1.2 7|8 30 0 34 -100
2108 南帝|橡膠工業|-3 -23 14|83 83 -5 -12|0.5 8|8 20 2 -6 -14
2201 裕隆|汽車工業|-2 7 4|96 96 -2 13|1.9 420|9 0 -0 1 -5
2204 中華|汽車工業|16 36 17|100 100 4 83|1.2 227|27 -1 -4 -3 5
2206 三陽工業|汽車工業|21 33 -0|79 79 -16 86|0.5 625|10 -2 -0 0 4
2207 和泰車|汽車工業|13 23 6|82 82 -17 14|1.3 139|25 -7 1 5 -69
2208 台船|航運業|43 30 -3|83 83 -7 0|0.5 48|6 6 0 -12 -13
2211 長榮鋼|鋼鐵工業|14 7 29|98 98 19 41|0.2 105|7 17 1 -20 17
2228 劍麟|汽車工業|7 20 1|86 86 8 6|0.3 18|7 -12 0 15 38
2230 泰茂|居家生活|40 34 24|100 100 69 78|0.7 62|9 5 0 16 13
2231 為升|汽車工業|27 20 0|78 78 -13 -16|0.5 42|8 2 -2 -1 -12
2233 宇隆|汽車工業|-4 -5 -1|89 89 -1 -2|0.5 10|5 -9 -7 -1 1
2236 百達-KY|汽車工業|55 31 10|100 100 65 94|0.8 18|73 5 0 9 -2
2241 艾姆勒|汽車工業|53 41 61|92 92 8 12|1.2 14|24 -1 0 18 55
2247 汎德永業|汽車工業|38 39 15|90 90 7 37|0.2 36|6 5 5 -60 -22
2301 光寶科|電腦及週|-15 -14 -6|86 86 45 90|0.6 6158|38 5 -1 -39 -48
2303 聯電|半導體業|-23 -23 -22|90 90 -2 -5|1.1 1676|33 -19 4 -2 8
2305 全友|電腦及週|-3 19 9|56 77 -13 -22|0.2 5|0 -2 0 -1 8
2308 台達電|電子零組|5 9 -11|93 93 13 19|0.5 1893|67 7 -4 -16 -10
2312 金寶|其他電子|-18 -11 -23|94 94 21 21|0.4 243|12 9 0 -8 -36
2313 華通|電子零組|-12 -15 -10|89 93 1 2|0.8 263|18 -3 4 1 7
2314 台揚|通信網路|-35 -10 -30|75 75 -14 -16|0.6 30|3 -6 -1 -15 na
2316 楠梓電|電子零組|-20 -32 -4|72 72 25 22|0.6 113|27 -4 0 -38 129
2317 鴻海|其他電子|-1 -10 -14|96 96 5 8|0.9 2476|40 -8 0 15 -55
2323 中環|光電業|6 -0 12|82 82 -5 51|0.4 241|13 -3 0 -1 38
2324 仁寶|電腦及週|-13 -18 -1|86 86 14 35|0.6 1664|46 -2 0 29 98
2327 國巨*|電子零組|-15 -16 -11|89 92 2 -7|1.5 629|47 20 2 -6 -1
2328 廣宇|電子零組|10 5 3|86 86 -7 -4|0.3 92|14 -13 -1 -14 -16
2329 華泰|半導體業|17 4 12|89 89 113 123|1.0 1405|8 -4 -0 4 44
2330 台積電|半導體業|-5 -7 -24|93 93 -2 6|0.9 10505|73 -10 1 -0 7
2331 精英|電腦及週|-41 -39 -2|100 100 34 84|3.8 274|23 11 0 -14 -19
2332 友訊|通信網路|-6 -5 -9|96 96 20 41|1.2 429|20 7 0 74 43
2337 旺宏|半導體業|-39 -40 -5|94 96 5 0|3.7 162|19 -14 7 20 6
2338 光罩|半導體業|-8 -6 -9|75 75 -11 -17|0.4 111|9 11 0 -2 -12
2340 台亞|半導體業|-11 -16 16|89 89 34 33|0.5 231|13 3 0 4 -15
2342 茂矽|半導體業|-29 -33 -14|80 80 -6 -10|0.5 15|4 -1 0 -18 31
2344 華邦電|半導體業|-15 -22 4|92 92 -6 8|0.7 506|23 -4 3 5 -21
2345 智邦|通信網路|10 7 -16|91 91 35 60|0.9 1679|68 -2 4 5 -16
2347 聯強|電子通路|-3 -8 -2|98 98 2 0|0.8 133|29 -4 20 -1 -31
2351 順德|半導體業|-9 -8 -4|75 75 -14 -19|0.2 61|17 -2 -1 -5 -14
2352 佳世達|電腦及週|-22 -18 -6|78 78 10 50|0.4 495|15 -6 5 0 -41
2353 宏碁|電腦及週|2 -11 13|90 90 18 47|0.6 1023|36 9 2 -12 2
2354 鴻準|其他電子|39 6 10|96 96 5 6|0.6 114|18 4 -0 -6 7
2355 敬鵬|電子零組|4 -9 -3|96 96 20 28|3.2 322|24 9 0 76 211
2356 英業達|電腦及週|-11 -1 5|74 74 53 104|0.4 4346|26 -3 -0 -5 -35
2357 華碩|電腦及週|2 -5 5|93 93 34 46|0.9 4093|55 10 3 -20 -19
2359 所羅門|其他電子|7 -8 -3|92 92 25 21|0.6 223|9 2 0 -9 -2
2360 致茂|其他電子|-36 -20 -35|92 92 26 56|0.6 619|68 1 2 2 48
2362 藍天|電腦及週|-13 -13 -18|88 88 -2 4|0.3 15|6 -12 0 -3 -4
2363 矽統|半導體業|-45 -40 -11|100 100 123 111|3.7 3846|9 -0 0 249 91
2364 倫飛|電腦及週|6 6 -14|67 89 -3 -7|6.4 12|16 -1 0 36 16
2367 燿華|電子零組|-28 -15 -24|77 95 0 -4|3.0 51|6 -3 0 -9 -1
2368 金像電|電子零組|-2 -16 -16|93 93 55 125|0.7 3116|20 -5 4 -12 57
2369 菱生|半導體業|-1 -6 20|100 100 41 34|2.6 34|15 -1 0 20 39
2371 大同|電機機械|68 89 32|90 90 24 47|0.3 591|16 2 0 -3 -16
2374 佳能|光電業|6 -15 -15|97 100 20 11|1.3 46|8 18 0 -4 -28
2375 凱美|電子零組|-22 -24 0|85 85 -4 -15|2.3 14|6 10 0 1 -14
2376 技嘉|電腦及週|17 24 27|91 91 58 182|1.4 11941|26 -3 3 7 35
2377 微星|電腦及週|7 -6 12|79 79 -4 19|0.9 859|40 3 1 42 -66
2379 瑞昱|半導體業|-8 -10 8|97 97 9 10|1.2 920|45 -11 8 -9 7
2382 廣達|電腦及週|-33 -21 -22|88 88 103 215|0.7 26319|25 -2 1 0 11
2383 台光電|電子零組|11 -2 10|99 99 113 129|0.9 4373|30 -3 3 -28 -31
2385 群光|電子零組|-22 -17 -8|99 99 9 20|0.5 245|34 -3 12 -42 18
2387 精元|電腦及週|-25 -1 -1|98 98 15 18|0.7 42|14 18 0 -15 0
2388 威盛|半導體業|101 60 28|74 74 29 29|1.2 2259|12 -4 -0 -4 0
2392 正崴|電子零組|2 -15 -15|98 98 15 19|2.0 115|15 27 0 32 -24
2393 億光|光電業|-14 -18 2|90 90 -1 22|0.4 49|33 -1 -0 -11 40
2395 研華|電腦及週|-19 -9 -16|85 85 -2 9|0.9 379|42 -14 -3 38 -30
2399 映泰|電腦及週|-8 5 16|87 87 12 52|0.5 61|4 -7 0 4 24
2401 凌陽|半導體業|8 -13 20|97 97 27 20|1.3 277|12 1 0 9 2
2402 毅嘉|電子零組|29 25 -0|100 100 53 146|3.5 676|18 4 0 -8 -24
2404 漢唐|其他電子|17 38 -89|93 93 6 0|0.5 304|31 2 11 -7 -9
2405 輔信|電腦及週|1 -12 0|82 82 11 8|0.2 44|6 1 0 -7 -3
2406 國碩|光電業|-55 -61 -23|71 79 -11 -19|0.5 9|6 9 0 -10 -10
2408 南亞科|半導體業|-45 -53 8|90 90 -3 15|0.7 377|17 2 -2 27 -22
2409 友達|光電業|22 11 37|87 87 -0 -3|0.4 553|25 -15 -2 -0 -66
2412 中華電|通信網路|2 4 1|95 95 -3 2|0.9 696|17 -8 2 -3 -42
2413 環科|電子零組|-8 -8 -38|67 67 -17 -11|0.3 15|1 1 0 -14 -17
2415 錩新|電子零組|17 3 7|94 94 45 31|0.7 38|1 -0 0 6 66
2419 仲琦|通信網路|-46 -26 -51|73 73 45 34|0.3 196|2 -6 0 21 40
2420 新巨|電子零組|-22 -24 -10|94 94 7 14|0.4 13|5 -2 -5 -20 -53
2421 建準|電子零組|-6 -12 -13|85 85 50 191|0.7 2638|23 -3 1 -3 -3
2423 固緯|其他電子|-8 -5 -10|89 89 -9 19|0.7 11|4 -3 0 -3 14
2425 承啟|電腦及週|59 11 20|81 81 27 43|0.4 279|10 -4 0 19 74
2426 鼎元|光電業|1 -6 16|85 85 -3 -2|0.3 8|9 -3 0 -23 6
2427 三商電|資訊服務|3 -22 -20|70 70 -13 68|0.1 42|4 6 0 -19 -9
2428 興勤|電子零組|-1 -3 -1|89 89 7 8|0.5 92|15 -14 -0 15 49
2436 偉詮電|半導體業|27 18 38|98 98 38 42|4.6 87|9 2 1 62 17
2439 美律|通信網路|-27 -10 -17|92 92 -1 2|0.9 49|13 -14 0 -4 64
2440 太空梭|電子零組|13 -8 13|98 98 39 30|2.4 27|0 -0 0 -35 -13
2441 超豐|半導體業|-8 -18 14|99 99 9 12|1.9 98|14 3 2 -28 13
2442 新美齊|建材營造|35 138 88|93 93 2 30|0.5 20|4 13 0 -36 -53
2449 京元電子|半導體業|-11 -14 -3|95 95 49 69|1.1 1175|43 4 2 14 46
2450 神腦|通信網路|-1 4 4|100 100 9 14|1.1 6|3 10 0 16 4
2451 創見|半導體業|-21 -17 3|97 97 2 9|0.4 19|11 2 5 13 -3
2453 凌群|資訊服務|3 15 10|68 68 -24 -7|0.1 69|7 6 0 -19 7
2454 聯發科|半導體業|-22 -29 -7|99 99 4 2|0.8 3244|57 5 2 -8 -51
2455 全新|通信網路|18 0 35|100 100 30 75|1.8 360|36 3 1 -5 -6
2457 飛宏|電子零組|14 2 -2|83 83 -14 30|0.6 519|10 5 0 1 -33
2458 義隆|半導體業|2 -20 17|100 100 21 23|0.6 248|24 1 1 -22 -22
2460 建通|電子零組|9 -15 16|98 98 19 41|0.8 60|1 2 0 35 -8
2461 光群雷|其他電子|1 -9 -1|87 87 2 20|0.2 28|9 -5 0 -2 -24
2462 良得電|電子零組|-20 -29 -10|95 95 18 13|0.7 93|8 5 0 -1 -42
2464 盟立|其他電子|-18 -26 -17|97 97 15 11|1.1 46|4 -5 0 -17 54
2465 麗臺|電腦及週|-34 -32 3|81 87 -5 -13|0.5 10|1 -0 0 -14 -80
2468 華經|資訊服務|-17 35 16|67 67 9 4|0.4 24|2 -3 0 -4 -49
2471 資通|資訊服務|-14 -4 -1|79 79 -13 16|0.2 21|4 7 0 -10 7
2472 立隆電|電子零組|-17 -18 -3|86 86 -1 -11|1.4 18|2 -9 -0 2 10
2474 可成|其他電子|-38 -3 8|98 98 1 1|1.6 355|41 -20 9 0 11
2476 鉅祥|電子零組|-24 -16 -11|87 89 2 2|1.2 21|3 9 0 -3 2
2480 敦陽科|資訊服務|4 12 6|89 89 3 24|0.2 30|5 -13 0 -21 -10
2481 強茂|半導體業|-10 -2 11|83 83 -4 -7|0.2 124|11 -2 -1 -11 23
2482 連宇|其他電子|-13 15 -118|65 65 -26 -6|0.2 61|5 8 0 -8 -5
2484 希華|電子零組|-37 -35 -12|83 90 -5 -13|1.1 16|5 -2 0 -4 -4
2485 兆赫|通信網路|-10 6 -7|100 100 52 57|5.8 43|9 0 0 82 23
2486 一詮|光電業|-4 -11 8|82 82 3 47|0.7 213|6 -0 0 -4 9
2488 漢平|其他電子|-28 -23 -13|100 100 24 24|1.6 23|6 11 0 9 -20
2489 瑞軒|光電業|34 -2 20|83 83 -11 16|0.4 14|13 6 -0 -3 -51
2492 華新科|電子零組|1 -8 8|100 100 12 10|2.7 136|16 16 0 28 -16
2493 揚博|電子零組|-5 -13 -14|99 99 1 32|0.5 23|7 8 -0 9 11
2495 普安|電腦及週|-29 -21 -43|79 79 -15 -2|1.0 33|19 -19 0 5 45
2497 怡利電|汽車工業|53 27 -1|72 80 -6 -16|0.5 38|1 -1 0 -5 14
2498 宏達電|通信網路|-21 -2 5|76 80 -15 -18|0.5 221|11 16 -0 -8 -17
2501 國建|建材營造|-52 35 -52|89 90 -4 -11|0.5 9|7 -10 0 12 29
2504 國產|建材營造|-8 -1 -2|96 96 -0 5|0.4 31|14 -9 1 -53 4
2505 國揚|建材營造|-58 -83 -37|95 97 2 -4|0.5 5|6 -1 0 -7 -5
2515 中工|建材營造|31 68 48|93 93 -7 22|0.3 46|16 8 0 -5 -8
2520 冠德|建材營造|-19 -5 -19|100 100 21 21|1.5 62|17 8 0 18 9
2528 皇普|建材營造|110 128065 95989|98 98 2 60|0.5 7|1 1 0 5 1
2530 華建|建材營造|-29 -20 -16814|96 96 1 47|0.7 19|2 -3 0 3 4
2534 宏盛|建材營造|-67 -67 -100|81 87 -7 -14|0.2 12|7 -5 -0 165 5
2535 達欣工|建材營造|-17 -19 -16|100 100 1 9|0.8 12|7 7 0 -13 -55
2536 宏普|建材營造|10 25 -17|98 98 1 11|0.7 9|10 -10 0 -2 4
2538 基泰|建材營造|-37 -58 -59|94 94 16 13|1.3 32|13 12 0 -27 34
2539 櫻花建|建材營造|-100 na na|94 94 17 34|0.5 25|1 -16 -0 11 76
2540 愛山林|建材營造|55 113 81|98 98 18 21|1.3 49|2 18 0 0 6
2542 興富發|建材營造|2306 1239 908|96 99 1 3|0.8 80|11 20 0 -2 -25
2546 根基|建材營造|-20 19 -27|99 99 14 42|0.5 7|4 -8 0 -22 6
2548 華固|建材營造|-85 -90 -44|97 97 -3 7|0.6 56|18 -14 1 -3 35
2603 長榮|航運業|-63 -62 -21|79 97 27 19|0.2 1338|27 0 2 -11 -17
2605 新興|航運業|15 1 -5|75 78 -4 -21|0.6 60|34 -3 0 -8 5
2606 裕民|航運業|11 1 9|78 80 -3 -20|0.6 194|7 -3 2 23 39
