# 2025-03-03 全池(1152 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M
1580 新麥|電機機械|-6 9 8|97 97 2 -0|1.9 7
1582 信錦|電子零組|2 8 3|87 87 10 -6|0.7 85
1584 精剛|其他|9 -7 -12|64 68 -16 -33|1.1 32
1586 和勤|電機機械|-24 -9 -14|88 95 4 -0|0.7 6
1587 吉茂|汽車工業|5 14 11|45 69 -10 -29|0.4 10
1589 永冠-KY|電機機械|-21 -4 13|63 88 -2 -2|0.8 7
1590 亞德客-KY|電機機械|-22 -2 2|79 94 17 9|1.5 971
1591 駿吉-KY|電機機械|-56 146 -148|68 90 7 2|0.3 26
1595 川寶|半導體業|-42 4 34|57 57 -11 12|0.2 16
1597 直得|電機機械|-5 7 7|80 80 9 -3|0.3 329
1598 岱宇|運動休閒|14 7 11|92 92 9 13|1.7 24
1603 華電|電器電纜|-15 17 5|70 90 -5 -10|1.0 6
1605 華新|電器電纜|4 9 13|71 79 -3 -19|3.0 1486
1608 華榮|電器電纜|-6 1 -15|63 82 -6 -18|3.5 113
1609 大亞|電器電纜|-8 3 -8|66 78 -11 -23|1.6 118
1611 中電|電器電纜|-22 -22 -6|74 88 -11 -12|0.6 6
1612 宏泰|電器電纜|28 10 -3|76 93 -2 -7|1.1 22
1616 億泰|電器電纜|14 4 -8|71 84 -12 -1|1.1 8
1618 合機|電器電纜|-51 11 -4|75 91 1 -4|3.1 114
1702 南僑|食品工業|5 5 2|80 84 -5 -7|0.7 21
1707 葡萄王|生技醫療|-12 -7 -11|97 97 -3 7|0.7 17
1708 東鹼|化學工業|-4 4 -5|92 92 -6 -1|3.1 53
1709 和益|化學工業|14 4 -7|83 86 -2 -7|0.9 8
1710 東聯|化學工業|-13 6 -5|83 86 -1 -9|4.5 30
1711 永光|化學工業|-9 4 2|75 75 -9 -14|0.7 26
1712 興農|化學工業|-7 -8 -7|99 99 5 10|3.2 23
1713 國化|化學工業|-21 -1 -9|90 93 14 -7|0.5 5
1717 長興|化學工業|-14 -0 0|82 82 -6 -8|0.9 28
1720 生達|生技醫療|-18 -3 -8|82 93 -4 -6|1.4 13
1721 三晃|化學工業|-22 -19 -25|60 60 -18 -5|1.2 16
1722 台肥|化學工業|-12 -2 9|82 89 -6 -10|0.7 59
1723 中碳|化學工業|17 6 8|79 96 0 -1|1.4 16
1727 中華化|化學工業|-0 1 -20|69 69 -19 -14|0.7 13
1732 毛寶|化學工業|-1 5 0|85 85 2 -0|0.5 11
1733 五鼎|生技醫療|-11 7 -2|83 96 5 2|1.4 8
1734 杏輝|生技醫療|-12 3 -1|83 86 1 -13|0.7 5
1736 喬山|運動休閒|45 40 14|96 96 19 53|1.5 115
1760 寶齡富錦|生技醫療|-26 -6 -10|75 89 -7 -11|0.9 14
1773 勝一|化學工業|-16 3 -6|84 86 -7 -4|1.6 40
1777 生泰|生技醫療|18 8 -11|98 99 0 9|3.8 6
1783 和康生|生技醫療|32 37 25|100 100 20 14|1.5 13
1784 訊聯|生技醫療|-16 10 5|56 76 -12 -26|0.4 15
1785 光洋科|其他電子|-0 28 3|82 86 -1 -4|0.6 171
1786 科妍|生技醫療|1 16 -7|90 90 30 -6|1.0 95
1789 神隆|生技醫療|-18 -14 -22|78 89 -2 -9|1.3 11
1795 美時|生技醫療|9 3 -10|80 92 -5 -6|0.8 465
1799 易威|生技醫療|205 219 29|30 31 1 -68|0.7 19
1802 台玻|玻璃陶瓷|-21 -7 4|79 79 -19 2|1.6 253
1808 潤隆|建材營造|-73 -89 -593|28 28 -9 -67|0.9 50
1809 中釉|玻璃陶瓷|-22 -2 2|55 81 -14 -11|0.6 13
1810 和成|玻璃陶瓷|-16 -5 -1|78 88 -4 -6|0.6 6
1815 富喬|電子零組|80 97 51|94 94 16 47|1.5 2212
1817 凱撒衛|玻璃陶瓷|-19 -3 -8|100 100 13 23|1.6 22
1903 士紙|造紙工業|-5 -3 6|73 85 -8 -12|4.1 10
1904 正隆|造紙工業|-15 2 -2|68 78 -10 -22|0.7 16
1905 華紙|造紙工業|-20 -9 -5|70 77 -8 -12|0.9 14
1907 永豐餘|造紙工業|-14 1 -2|90 90 -3 -3|0.9 16
1909 榮成|造紙工業|-27 -6 -4|73 79 -7 -15|1.0 14
2002 中鋼|鋼鐵工業|-19 -7 -3|94 99 9 7|2.3 907
2006 東和鋼鐵|鋼鐵工業|-20 -12 -5|93 93 4 -4|1.1 69
2007 燁興|鋼鐵工業|25 29 -13|85 94 8 6|1.9 9
2009 第一銅|鋼鐵工業|-34 -7 -19|68 84 -0 -6|4.0 211
2010 春源|鋼鐵工業|-10 10 1|84 99 2 4|1.5 14
2013 中鋼構|鋼鐵工業|25 19 10|81 97 -1 -2|1.4 8
2014 中鴻|鋼鐵工業|-48 -35 -10|96 97 15 25|4.4 496
2015 豐興|鋼鐵工業|-37 -10 -2|83 83 -7 -13|1.7 36
2017 官田鋼|鋼鐵工業|9 8 -3|80 94 6 -3|3.1 12
2020 美亞|鋼鐵工業|-51 -35 -6|77 96 2 8|3.3 29
2022 聚亨|鋼鐵工業|0 13 20|80 95 8 2|1.6 18
2023 燁輝|鋼鐵工業|-12 -5 -3|99 99 10 12|1.8 65
2025 千興|鋼鐵工業|-60 92 na|79 88 -0 -9|0.6 11
2027 大成鋼|鋼鐵工業|6 2 10|99 99 38 36|3.0 2683
2028 威致|鋼鐵工業|-45 -28 -23|81 87 5 -0|1.5 9
2029 盛餘|鋼鐵工業|-1 12 4|84 96 2 1|1.8 11
2030 彰源|鋼鐵工業|-26 -5 2|96 96 1 4|1.5 15
2031 新光鋼|鋼鐵工業|-5 -4 8|75 85 2 -13|1.5 77
2032 新鋼|鋼鐵工業|-12 2 -0|95 95 35 36|6.1 33
2033 佳大|鋼鐵工業|19 10 12|85 85 -2 39|0.5 6
2034 允強|鋼鐵工業|13 24 26|98 98 31 17|4.4 306
2038 海光|鋼鐵工業|-2 6 5|87 96 11 11|2.5 56
2049 上銀|電機機械|6 10 11|83 83 29 42|1.2 3980
2059 川湖|電子零組|88 77 -2|98 98 38 58|1.6 2410
2062 橋椿|居家生活|-45 -29 -19|78 78 3 -19|0.7 24
2065 世豐|鋼鐵工業|-12 -10 -11|83 89 8 -9|3.3 10
2066 世德|電機機械|-3 -12 -11|73 92 -5 -3|2.0 33
2069 運錩|鋼鐵工業|-0 -2 7|91 91 -1 4|2.1 12
2070 精湛|電機機械|-17 -21 -38|57 57 -22 -21|0.1 17
2101 南港|橡膠工業|-5 1 -83|74 88 -2 -10|0.9 65
2103 台橡|橡膠工業|6 14 -3|86 86 -7 -6|0.7 18
2104 國際中橡|橡膠工業|-2 -7 -8|67 76 -19 -24|4.3 29
2105 正新|橡膠工業|-15 -5 -1|85 94 1 1|1.0 155
2106 建大|橡膠工業|7 -2 -1|81 89 -4 -10|0.8 9
2108 南帝|橡膠工業|4 27 0|73 85 -4 -13|0.9 8
2201 裕隆|汽車工業|-21 -13 -15|66 81 -16 -10|0.6 84
2204 中華|汽車工業|-44 -37 -32|53 87 -13 -3|0.4 124
2206 三陽工業|汽車工業|-28 -9 -5|82 90 -4 -8|0.5 35
2207 和泰車|汽車工業|-5 -1 2|87 87 -3 -5|1.4 115
2208 台船|航運業|-15 -19 11|88 92 0 -9|2.1 21
2211 長榮鋼|鋼鐵工業|48 66 40|60 74 -9 -24|0.3 83
2228 劍麟|汽車工業|2 0 -3|80 80 -6 -2|0.9 14
2230 泰茂|居家生活|130 254 80|61 67 -26 -27|0.3 54
2231 為升|汽車工業|-17 23 17|68 82 -16 -7|1.3 51
2233 宇隆|汽車工業|-17 -5 -11|77 77 12 54|0.3 514
2236 百達-KY|汽車工業|544 205 159|89 89 7 21|0.7 70
2241 艾姆勒|汽車工業|-8 -18 2|57 83 -3 5|1.1 12
2247 汎德永業|汽車工業|-17 26 17|93 100 7 4|2.2 13
2250 IKKA-KY|汽車工業|-7 -10 -9|84 84 39 34|0.6 241
2254 巨鎧精密-創|汽車工業|91 142 59|73 73 -17 -20|0.1 20
2258 鴻華先進-創|汽車工業|2462 971 -180|94 94 16 14|0.8 58
2301 光寶科|電腦及週|23 11 16|92 98 2 2|1.6 684
2302 麗正|半導體業|51 51 38|96 96 11 23|0.7 20
2303 聯電|半導體業|4 8 2|76 79 -4 -19|0.8 1508
2305 全友|電腦及週|-17 -10 -28|48 65 -21 -34|0.7 9
2308 台達電|電子零組|15 15 10|89 89 1 -3|1.4 3170
2312 金寶|其他電子|36 19 12|76 76 -21 10|0.4 250
2313 華通|電子零組|-9 -0 -8|72 79 4 -14|0.7 516
2314 台揚|通信網路|-32 -4 35|82 82 4 19|0.5 51
2316 楠梓電|電子零組|-11 -5 2|77 83 -11 -3|1.0 43
2317 鴻海|其他電子|3 16 1|75 77 -16 -6|1.1 7825
2324 仁寶|電腦及週|-14 -9 -4|92 94 -3 10|1.2 459
2327 國巨*|電子零組|2 5 -6|67 82 1 -17|1.4 1719
2328 廣宇|電子零組|12 -6 6|100 100 17 30|2.7 219
2329 華泰|半導體業|-15 -11 -7|43 78 -3 -15|1.2 96
2330 台積電|半導體業|36 43 6|90 90 1 9|1.3 38223
2331 精英|電腦及週|16 5 12|57 81 -12 -20|2.2 29
2332 友訊|通信網路|-8 -5 3|74 74 -9 8|0.5 230
2337 旺宏|半導體業|4 4 8|72 78 -3 -22|1.8 338
2338 光罩|半導體業|-21 -6 -7|55 71 -21 -27|2.4 45
2340 台亞|半導體業|-12 5 -2|60 67 -16 -30|2.4 37
2342 茂矽|半導體業|48 73 38|84 84 -12 -4|0.5 7
2344 華邦電|半導體業|-5 -3 -10|67 78 7 -20|2.0 1517
2345 智邦|通信網路|113 97 58|84 84 4 26|1.2 4661
2347 聯強|電子通路|-29 -12 -14|78 91 -8 -2|0.9 166
2348 海悅|其他|-51 -15 -82|52 71 8 -26|0.4 147
2349 錸德|光電業|-21 -19 -12|64 74 -20 -26|0.6 43
2351 順德|半導體業|-9 1 3|55 55 -12 -32|1.5 83
2352 佳世達|電腦及週|2 6 6|77 92 -6 -0|1.7 61
2353 宏碁|電腦及週|-1 5 -5|68 87 -1 -14|0.9 343
2354 鴻準|其他電子|147 251 204|77 77 -10 9|0.3 785
2355 敬鵬|電子零組|-22 -14 -9|71 86 -7 -13|2.7 39
2356 英業達|電腦及週|4 36 11|76 86 -9 1|0.8 803
2357 華碩|電腦及週|3 22 3|94 94 8 21|0.9 2258
2359 所羅門|其他電子|63 29 33|88 89 14 -5|0.9 886
2360 致茂|其他電子|59 41 20|72 72 -19 0|0.8 977
2362 藍天|電腦及週|-34 -6 -13|74 74 -15 -18|1.4 55
2363 矽統|半導體業|1079 1167 759|60 75 -11 -9|0.5 262
2364 倫飛|電腦及週|55 28 8|69 71 3 -30|1.1 26
2365 昆盈|電腦及週|-18 6 -17|74 80 7 -21|2.3 145
2367 燿華|電子零組|-0 18 -3|69 76 -10 -18|0.7 173
2368 金像電|電子零組|5 16 -9|79 89 14 3|0.6 1265
2369 菱生|半導體業|-20 -14 -6|62 81 -4 -11|1.2 13
2371 大同|電機機械|6 -14 -11|61 80 -12 -9|1.2 448
2374 佳能|光電業|14 26 2|84 84 25 16|0.5 1115
2375 凱美|電子零組|1 5 -1|77 77 1 -6|0.2 62
2376 技嘉|電腦及週|25 34 -66|70 85 -9 -3|0.6 831
2377 微星|電腦及週|2 4 -3|92 92 7 3|1.2 1307
2379 瑞昱|半導體業|35 24 6|95 98 15 7|0.8 1320
2382 廣達|電腦及週|95 60 22|73 76 -16 -9|1.3 6146
2383 台光電|電子零組|56 52 -4|99 99 34 44|2.1 3051
2385 群光|電子零組|-2 2 0|65 95 3 -1|0.7 321
2387 精元|電腦及週|-13 2 -2|100 100 10 18|4.5 32
2388 威盛|半導體業|-2 13 -10|63 63 -17 -34|0.4 350
2390 云辰|其他電子|6 7 -1|79 87 -4 -4|1.0 5
2392 正崴|電子零組|11 8 -3|75 77 -23 -3|0.4 124
2393 億光|光電業|-1 6 -11|93 93 6 5|0.3 114
2395 研華|電腦及週|15 10 15|96 96 15 16|1.4 881
2397 友通|電腦及週|34 36 52|86 92 3 3|2.1 21
2399 映泰|電腦及週|-34 -26 -10|58 58 -19 1|0.8 54
2401 凌陽|半導體業|-2 6 -7|73 88 -2 -12|0.7 79
2402 毅嘉|電子零組|16 15 3|88 88 -6 -12|1.4 89
2404 漢唐|其他電子|-15 -24 4|82 82 5 23|0.7 652
2405 輔信|電腦及週|-23 -18 -14|79 95 4 -5|1.1 115
2406 國碩|光電業|-40 -32 -122|54 72 -17 -29|2.1 12
2408 南亞科|半導體業|-29 -28 -40|51 71 5 -29|3.2 2283
2409 友達|光電業|17 15 1|79 85 -7 -12|1.4 424
2412 中華電|通信網路|1 5 2|100 100 4 3|1.5 771
2413 環科|電子零組|-28 -12 19|80 81 -13 11|0.3 6
2415 錩新|電子零組|-18 -15 -13|86 86 4 14|0.6 11
2417 圓剛|電腦及週|-0 -1 -1|83 87 17 -2|0.7 267
2419 仲琦|通信網路|11 -2 -12|74 78 -21 -8|0.4 21
2420 新巨|電子零組|-14 4 -0|82 82 -5 1|1.2 15
2421 建準|電子零組|7 18 7|67 86 -9 -4|0.6 92
2423 固緯|其他電子|-20 -14 -5|96 96 1 16|0.4 6
2425 承啟|電腦及週|4 4 15|73 73 -5 5|1.5 27
2426 鼎元|光電業|-10 -8 -11|79 79 -14 8|0.3 33
2427 三商電|資訊服務|-1 -2 -27|79 92 3 -4|0.3 58
2428 興勤|電子零組|14 16 9|90 91 2 -4|0.9 37
2429 銘旺科|光電業|422 141 132|83 97 29 8|1.6 93
2431 聯昌|電子零組|-46 -25 7|71 71 -12 13|0.6 10
2436 偉詮電|半導體業|-1 7 3|78 81 3 -2|0.4 45
2438 翔耀|光電業|-10 446 207|42 56 -18 -43|0.6 6
2439 美律|通信網路|-15 5 -14|82 83 5 -10|1.8 203
2441 超豐|半導體業|4 9 -1|97 97 11 7|1.0 81
2442 新美齊|建材營造|1 -12 -161|71 79 1 -19|1.1 26
2444 兆勁|通信網路|-12 -15 8|87 87 -11 26|0.5 23
2449 京元電子|半導體業|21 19 7|73 73 -18 -14|1.0 1701
2451 創見|半導體業|-16 -8 -1|66 84 -6 -15|0.5 40
2453 凌群|資訊服務|5 6 -3|86 86 14 8|0.4 204
2454 聯發科|半導體業|15 5 -15|94 94 17 24|1.4 12459
2455 全新|通信網路|-6 -16 -43|72 80 -15 4|0.7 643
2457 飛宏|電子零組|-12 9 20|54 77 -21 -16|0.7 31
2458 義隆|半導體業|5 -1 -6|91 95 4 10|0.9 347
2461 光群雷|其他電子|-8 -9 -6|80 85 -6 -14|2.0 6
2464 盟立|其他電子|6 -1 10|81 85 -1 -10|0.7 336
2465 麗臺|電腦及週|-19 -4 -3|46 71 2 -33|2.6 36
2466 冠西電|光電業|-22 19 8|82 82 124 108|0.5 84
2467 志聖|電子零組|22 26 -13|68 68 -18 -32|0.6 125
2468 華經|資訊服務|53 50 39|85 85 55 42|0.8 448
2471 資通|資訊服務|14 9 0|87 87 16 8|0.2 163
2472 立隆電|電子零組|4 11 -3|85 85 11 11|0.3 343
2474 可成|其他電子|5 35 27|89 89 11 -9|0.9 522
2476 鉅祥|電子零組|2 11 -2|81 85 5 -15|1.0 174
2477 美隆電|其他電子|13 11 -2|73 73 -14 6|2.7 14
2478 大毅|電子零組|-13 13 6|76 83 -5 -12|0.8 5
2480 敦陽科|資訊服務|22 21 16|100 100 29 36|0.8 94
2481 強茂|半導體業|7 4 6|83 89 3 -1|1.7 60
2484 希華|電子零組|3 -6 -1|76 89 -2 -9|1.1 5
2485 兆赫|通信網路|-66 -65 -5|63 80 -15 -17|1.0 8
2486 一詮|光電業|-7 0 -6|71 77 -13 4|0.6 480
2488 漢平|其他電子|17 55 20|90 90 -4 14|1.8 32
2489 瑞軒|光電業|12 25 -13|71 78 -8 -19|0.6 42
2492 華新科|電子零組|-3 2 -2|74 86 -3 -13|0.6 91
2493 揚博|電子零組|7 5 -4|77 77 -14 6|0.7 19
2495 普安|電腦及週|-19 1 5|76 76 -22 -5|0.4 40
2496 卓越|其他|5 6 -2|92 92 16 19|0.6 7
2497 怡利電|汽車工業|32 22 -2|65 65 -13 -9|0.6 28
2498 宏達電|通信網路|-28 -24 4|76 76 -5 -2|0.4 560
2501 國建|建材營造|43 44 -21|60 87 -5 -9|0.8 30
2504 國產|建材營造|-9 -2 -1|77 77 -19 -16|0.7 99
2511 太子|建材營造|1 25 22|78 92 -5 -8|0.9 7
2515 中工|建材營造|17 40 17|64 84 3 -17|1.2 66
2516 新建|建材營造|-11 19 8|100 100 78 110|1.2 55
2520 冠德|建材營造|65 20 -37|87 90 -4 -0|1.4 146
2524 京城|建材營造|266 849 495|47 51 -22 -47|0.6 24
2527 宏璟|建材營造|-68 106 -1456|60 90 -7 -3|0.5 6
2528 皇普|建材營造|1837800 9034852 6766584|90 100 21 13|1.9 69
2530 華建|建材營造|998 7054 -36065|74 89 1 -8|1.5 26
2534 宏盛|建材營造|231 283 238|84 91 -7 -5|0.5 9
2535 達欣工|建材營造|-23 -12 -11|96 100 18 9|1.2 17
2536 宏普|建材營造|-17 -46 -115|79 89 -0 -6|0.5 5
2537 聯上發|建材營造|262 32829 10567|48 59 -9 -36|0.9 18
2539 櫻花建|建材營造|-41 na na|65 77 -6 -24|1.2 29
2540 愛山林|建材營造|-2 -7 -44|42 44 3 -48|0.5 54
2542 興富發|建材營造|-54 54 28|69 81 -4 -14|0.5 132
2543 皇昌|建材營造|-4 -6 -13|90 90 32 34|1.6 1916
2545 皇翔|建材營造|-39 -45 -449|92 92 -8 17|1.2 68
2546 根基|建材營造|20 6 4|69 99 12 6|2.2 6
2547 日勝生|建材營造|-21 -24 -20|90 94 -4 4|0.8 21
2548 華固|建材營造|23 -58 -591|68 77 -7 -20|0.6 91
2597 潤弘|建材營造|-8 5 -7|73 95 23 17|1.1 62
2603 長榮|航運業|49 56 -14|91 91 -5 19|0.8 2463
2605 新興|航運業|-28 -16 -20|81 90 -1 -1|3.9 159
2606 裕民|航運業|-19 -9 -19|97 97 18 33|4.0 1585
2607 榮運|航運業|19 14 -15|87 95 -3 -2|0.8 22
2609 陽明|航運業|26 49 -11|87 87 -5 16|0.6 1343
2610 華航|航運業|21 17 5|87 87 -5 14|0.5 448
2611 志信|航運業|-6 5 -1|67 93 1 -5|1.7 11
2612 中航|航運業|26 23 6|94 97 5 11|5.5 45
2613 中櫃|航運業|-7 3 0|72 87 -2 5|0.6 18
2615 萬海|航運業|59 62 -5|79 79 -5 9|0.9 862
2617 台航|航運業|1 -0 -10|81 98 0 1|3.5 30
2618 長榮航|航運業|14 8 -3|91 91 5 24|0.5 1360
2630 亞航|航運業|28 19 8|80 91 14 6|0.2 33
2633 台灣高鐵|航運業|8 7 -1|90 93 -3 -6|1.2 83
2634 漢翔|航運業|-40 3 8|74 86 -4 -14|0.7 117
2636 台驊控股|航運業|34 49 -25|72 91 -4 -7|1.1 30
2637 慧洋-KY|航運業|-23 -14 -33|97 97 1 17|4.1 876
2640 大車隊|數位雲端|2 2 -2|99 99 16 17|0.6 7
2641 正德|航運業|22 13 -10|100 100 21 25|8.0 94
2645 長榮航太|航運業|-3 22 13|88 98 10 5|0.8 97
2646 星宇航空|航運業|71 55 na|na na 0 na|1.6 181
2707 晶華|觀光餐旅|20 6 10|81 96 1 -4|0.7 23
2718 全心投控|建材營造|-100 -82 -417|57 67 -15 -32|3.5 5
2723 美食-KY|觀光餐旅|4 1 6|98 98 6 24|0.6 39
2727 王品|觀光餐旅|21 9 6|95 95 0 7|0.7 52
2731 雄獅|觀光餐旅|45 29 -8|84 96 10 -1|2.4 53
2736 富野|觀光餐旅|131 77 79|73 92 16 9|0.4 5
2739 寒舍|觀光餐旅|20 8 2|67 87 1 -11|0.4 10
2743 山富|觀光餐旅|21 10 -39|58 88 7 -11|1.0 12
2745 五福|觀光餐旅|42 32 -30|80 96 12 15|0.7 23
2748 雲品|觀光餐旅|18 5 -0|83 96 1 5|0.5 9
2753 八方雲集|觀光餐旅|5 11 2|95 99 11 8|1.1 33
2755 揚秦|觀光餐旅|16 18 2|100 100 38 44|2.8 11
2801 彰銀|金融保險|-11 4 -2|98 99 2 1|1.3 248
2809 京城銀|金融保險|-24 -12 -45|75 89 0 -6|0.5 88
2812 台中銀|金融保險|12 5 -6|100 100 7 11|2.0 98
2820 華票|金融保險|-47 8 -2|97 99 1 1|1.1 8
2832 台產|金融保險|-2 3 -4|99 100 7 -1|0.9 8
2834 臺企銀|金融保險|-10 -2 -6|82 98 3 -1|1.4 216
2836 高雄銀|金融保險|16 22 7|91 98 0 -2|1.5 10
2838 聯邦銀|金融保險|-4 -0 -10|94 100 2 4|2.0 14
2845 遠東銀|金融保險|-3 -7 -6|83 97 3 -4|1.2 69
2850 新產|金融保險|-6 3 -1|94 94 0 7|0.6 17
2851 中再保|金融保險|1 3 -1|97 98 3 1|1.7 28
2852 第一保|金融保險|-5 -3 -7|97 97 9 13|2.4 12
2855 統一證|金融保險|-38 -21 -111|95 99 2 4|1.9 74
2880 華南金|金融保險|0 2 -8|100 100 9 10|0.5 212
2881 富邦金|金融保險|3 267 142|98 98 3 1|1.2 1305
2882 國泰金|金融保險|6 60 24|98 98 2 9|1.0 991
2883 凱基金|金融保險|10 282 88|100 100 5 14|0.8 646
2884 玉山金|金融保險|-2 -1 -15|98 98 7 6|1.4 476
2885 元大金|金融保險|1 32 9|99 99 10 15|1.1 643
2886 兆豐金|金融保險|-14 -16 -22|96 100 1 1|1.1 583
2887 台新新光金|金融保險|4 16 -10|88 93 -0 -9|1.0 380
2888 新光金|金融保險|24 94 996|93 93 5 -3|1.8 520
2889 國票金|金融保險|-22 -1 -14|83 89 -1 -9|0.7 49
2890 永豐金|金融保險|15 7 -11|87 94 0 -6|1.3 482
2891 中信金|金融保險|10 58 20|100 100 8 25|1.3 1494
2892 第一金|金融保險|-8 2 -5|97 99 1 2|1.0 349
2903 遠百|貿易百貨|12 2 4|72 85 -5 -15|0.8 127
2905 三商|貿易百貨|-38 230 4|76 76 -5 -21|1.1 12
2908 特力|貿易百貨|-11 -0 -2|98 99 1 -1|1.5 11
2912 統一超|貿易百貨|10 7 -0|87 87 -2 -9|1.2 438
2913 農林|貿易百貨|47 42 23|83 85 -7 -7|0.5 12
2915 潤泰全|貿易百貨|8 47 35|84 84 -12 -14|0.4 99
2916 滿心|居家生活|45 20 8|92 97 15 22|1.0 5
2929 淘帝-KY|貿易百貨|-3 -7 4|81 81 -5 49|0.3 9
3003 健和興|電子零組|-14 6 -2|71 71 -11 -19|1.1 70
3004 豐達科|鋼鐵工業|0 7 -5|85 98 10 2|0.9 12
